id,description
T-100/06 AJ,"Order of 5 July 2007, Rajani / OHIM - Artoz-Papier (ATOZ) (T-100/06 AJ, unpublished) ECLI:EU:T:2007:198"
T-100/06,"Judgment of 26 November 2008, Rajani / OHIM - Artoz-Papier (ATOZ) (T-100/06, ECR 2008 p. II-287*, Summ.pub.) ECLI:EU:T:2008:527APPEAL :  C-559/08"
T-101/06,"Judgment of 14 November 2007, Castell del Remei / OHIM - Bodegas Roda (CASTELL DEL REMEI ODA) (T-101/06, ECR 2007 p. II-153*, Summ.pub.) ECLI:EU:T:2007:340"
T-101/06 DEP,"Order of 15 July 2008, Castell del Remei / OHIM - Bodegas Roda (CASTELL DEL REMEI ODA) (T-101/06 DEP, unpublished) ECLI:EU:T:2008:291"
T-102/06,"Order of 22 November 2007, Investire Partecipazioni / Commission (T-102/06, ECR 2007 p. II-162*, Summ.pub.) ECLI:EU:T:2007:355"
T-103/06,"Judgment of 13 April 2010, Esotrade / OHIM - Segura SÃ¡nchez (YoKaNa) (T-103/06, ECR 2010 p. II-52*, Summ.pub.) ECLI:EU:T:2010:137"
T-104/06,"Order of 12 January 2007, SPM / Commission (T-104/06, ECR 2007 p. II-2*, Summ.pub.) ECLI:EU:T:2007:4"
T-105/06,"Judgment of 17 October 2007, InterVideo / OHIM (WinDVD Creator) (T-105/06, ECR 2007 p. II-133*, Summ.pub.) ECLI:EU:T:2007:309"
T-106/06,"Judgment of 23 January 2008, Demp / OHIM - Bau How (BAU HOW) (T-106/06, ECR 2008 p. II-9*, Summ.pub.) ECLI:EU:T:2008:14"
T-107/06,"Order of 15 December 2009, Inet Hellas / Commission (T-107/06, ECR 2009 p. II-4591) ECLI:EU:T:2009:506"
T-108/06,"Order of 6 September 2006, Wersal / Spain (T-108/06, unpublished) ECLI:EU:T:2006:244"
T-109/06,"Order of 12 December 2007, Vodafone EspaÃ±a and Vodafone Group / Commission (T-109/06, ECR 2007 p. II-5151) ECLI:EU:T:2007:384"
T-110/06 AJ,"Order of 30 June 2006, Bangert / Germany (T-110/06 AJ, unpublished) ECLI:EU:T:2006:182"
T-111/06,"Judgment of 21 November 2007, Wesergold GetrÃ¤nkeindustrie / OHIM - Lidl Stiftung (VITAL FIT) (T-111/06, ECR 2007 p. II-159*, Summ.pub.) ECLI:EU:T:2007:352"
T-112/06,"Judgment of 16 January 2008, Inter-Ikea / OHIM - Waibel (idea) (T-112/06, ECR 2008 p. II-6*, Summ.pub.) ECLI:EU:T:2008:10"
T-113/06,"Judgment of 21 March 2012, Marine Harvest Norway and Alsaker Fjordbruk / Council (T-113/06) ECLI:EU:T:2012:135"
T-114/06 R,"Order of 20 July 2006, Globe / Commission (T-114/06 R, ECR 2006 p. II-2627) ECLI:EU:T:2006:221"
T-114/06,"Removed from the register on 12 July 2007, Globe / Commission (T-114/06) ECLI:EU:T:2007:228"
T-115/06,"Judgment of 21 March 2012, Fiskeri og HavbruksnÃ¦ringens Landsforening and others / Council (T-115/06) ECLI:EU:T:2012:136"
T-116/06,"Judgment of 24 September 2008, Oakley / OHIM - Venticinque (O STORE) (T-116/06, ECR 2008 p. II-2455) ECLI:EU:T:2008:399"
T-117/06,"Judgment of 12 December 2007, DeTeMedien / OHIM (suchen.de) (T-117/06, ECR 2007 p. II-174*, Summ.pub.) ECLI:EU:T:2007:385"
T-118/06,"Judgment of 2 April 2009, Zuffa / OHIM (ULTIMATE FIGHTING CHAMPIONSHIP) (T-118/06, ECR 2009 p. II-865) ECLI:EU:T:2009:100"
T-119/06,"Judgment of 9 September 2010, Usha Martin / Council and Commission (T-119/06, ECR 2010 p. II-4335) ECLI:EU:T:2010:369APPEAL :  C-552/10"
T-120/06,"Removed from the register on 9 June 2006, Internationaler Hilfsfonds / Commission (T-120/06) ECLI:EU:T:2006:156"
T-121/06,"Removed from the register on 27 November 2009, Sellafield / Commission (T-121/06) ECLI:EU:T:2009:469"
T-122/06,"Judgment of 8 October 2008, Helkon Media / Commission (T-122/06, ECR 2008 p. II-210*, Summ.pub.) ECLI:EU:T:2008:418"
T-123/06,"Order of 29 June 2006, De Lurdes GonÃ§alves de Oliveira / Commission (T-123/06, unpublished) ECLI:EU:T:2006:181"
T-124/06,"Order of 24 January 2007, MIP Metro / OHIM - MetroRED Telecom (MetroRED) (T-124/06, unpublished) ECLI:EU:T:2007:15"
T-125/06,"Judgment of 28 January 2009, Centro Studi Manieri / Council (T-125/06, ECR 2009 p. II-69) ECLI:EU:T:2009:19"
T-126/06,"Removed from the register on 11 September 2008, Italy / Commission (T-126/06) ECLI:EU:T:2008:355"
T-127/06,"Order of 5 December 2007, Kapman / OHIM (Representation of a saw blade in blue) (T-127/06, ECR 2007 p. II-165*, Summ.pub.) ECLI:EU:T:2007:366"
T-128/06,"Judgment of 30 January 2008, Japan Tobacco / OHIM - TorrefacÃ§Ã£ Camelo (CAMELO) (T-128/06, ECR 2008 p. II-14*, Summ.pub.) ECLI:EU:T:2008:22APPEAL :  C-136/08"
T-129/06,"Order of 17 January 2007, Diy-Mar Insaat Sanayi ve Ticaret and Akar / Commission (T-129/06, ECR 2007 p. II-4*, Summ.pub.) ECLI:EU:T:2007:11APPEAL :  C-163/07"
T-130/06,"Order of 25 June 2007, Drax Power and others / Commission (T-130/06, ECR 2007 p. II-67*, Summ.pub.) ECLI:EU:T:2007:188"
T-131/06,"Judgment of 30 April 2008, Rykiel crÃ©ation and diffusion de modÃ¨les / OHIM - Cuadrado (SONIA SONIA RYKIEL) (T-131/06, ECR 2008 p. II-67*, Summ.pub.) ECLI:EU:T:2008:135"
T-132/06,"Order of 24 April 2007, Gorostiaga Atxalandabaso / Parliament (T-132/06, ECR 2007 p. II-35*, Summ.pub.) ECLI:EU:T:2007:113APPEAL :  C-308/07"
T-133/06,"Judgment of 23 October 2008, TIM and TTV / OHIM - Past Perfect (PAST PERFECT) (T-133/06, ECR 2008 p. II-231*, Summ.pub.) ECLI:EU:T:2008:459"
T-134/06,"Judgment of 13 December 2007, Xentral / OHIM - Pages jaunes (PAGESJAUNES.COM) (T-134/06, ECR 2007 p. II-5213) ECLI:EU:T:2007:387"
T-135/06,"Judgment of 29 September 2010, Al-Faqih and others / Council (T-135/06 to T-138/06, ECR 2010 p. II-208*, Summ.pub.) ECLI:EU:T:2010:412"
T-136/06,"Sanabel Relief Agency / Council (T-136/06) , see Case  T-135/06"
T-137/06,"Abdrabbah / Council (T-137/06) , see Case  T-135/06"
T-137/06 AJ,"Order of 14 December 2009, Abdrabbah / Council (T-137/06 AJ, unpublished) ECLI:EU:T:2009:500"
T-138/06,"Nasuf / Council (T-138/06) , see Case  T-135/06"
T-138/06 AJ,"Order of 14 December 2009, Nasuf / Council (T-138/06 AJ, unpublished) ECLI:EU:T:2009:501"
T-139/06,"Judgment of 19 October 2011, France / Commission (T-139/06, ECR 2011 p. II-7315) ECLI:EU:T:2011:605"
T-140/06,"Judgment of 12 September 2007, Philip Morris Products / OHIM (Shape of a packet of cigarettes) (T-140/06, ECR 2007 p. II-113*, Summ.pub.) ECLI:EU:T:2007:272APPEAL :  C-497/07"
T-141/06,"Judgment of 12 September 2007, Glaverbel / OHIM (Texture of a glass surface) (T-141/06, ECR 2007 p. II-114*, Summ.pub.) ECLI:EU:T:2007:273APPEAL :  C-513/07"
T-142/06,"Removed from the register on 14 April 2008, ElektrociepÅownia ""Zielona GÃ³ra"" / Commission (T-142/06) ECLI:EU:T:2008:108"
T-143/06,"Judgment of 17 November 2009, MTZ Polyfilms / Council (T-143/06, ECR 2009 p. II-4133) ECLI:EU:T:2009:441"
T-144/06,"Order of 5 September 2006, O'Loughlin / Ombudsman and Ireland (T-144/06, unpublished) ECLI:EU:T:2006:237"
T-145/06,"Judgment of 4 February 2009, Omya / Commission (T-145/06, ECR 2009 p. II-145) ECLI:EU:T:2009:27"
T-146/06,"Judgment of 13 February 2008, Sanofi-Aventis / OHIM - GD Searle (ATURION) (T-146/06, ECR 2008 p. II-17*, Summ.pub.) ECLI:EU:T:2008:33"
T-147/06,"Judgment of 26 November 2008, En Route International / OHIM (FRESHHH) (T-147/06, ECR 2008 p. II-288*, Summ.pub.) ECLI:EU:T:2008:528"
T-148/06,"Removed from the register on 22 May 2007, Marie Claire / OHIM - Marie Claire Album (MARIE CLAIRE) (T-148/06) ECLI:EU:T:2007:149"
T-149/06,"Judgment of 20 November 2007, Castellani / OHIM - Markant Handels und Service (CASTELLANI) (T-149/06, ECR 2007 p. II-4755) ECLI:EU:T:2007:350"
T-150/06,"Order of 14 December 2006, Smanor and others / Commission (T-150/06, unpublished) ECLI:EU:T:2006:402APPEAL :  C-99/07"
T-151/06,"Order of 31 January 2008, Aluminium Silicon Mill Products / Commission (T-151/06, unpublished) ECLI:EU:T:2008:26"
T-152/06,"Judgment of 9 June 2009, NDSHT / Commission (T-152/06, ECR 2009 p. II-1517) ECLI:EU:T:2009:181APPEAL :  C-322/09"
T-152/06 RENV,"Removed from the register on 7 September 2011, NDSHT / Commission (T-152/06 RENV) ECLI:EU:T:2011:433"
T-153/06,"Removed from the register on 28 February 2008, EAEPC / Commission (T-153/06) ECLI:EU:T:2008:54"
T-154/06,"Judgment of 17 December 2008, Italy / Commission (T-154/06, ECR 2008 p. II-328*, Summ.pub.) ECLI:EU:T:2008:588"
T-155/06,"Judgment of 9 September 2010, Tomra Systems and others / Commission (T-155/06, ECR 2010 p. II-4361) ECLI:EU:T:2010:370APPEAL :  C-549/10"
T-156/06,"Order of 11 December 2007, Regione Siciliana / Commission (T-156/06, ECR 2007 p. II-168*, Summ.pub.) ECLI:EU:T:2007:372"
T-157/06,"Removed from the register on 11 September 2008, Italy / Commission (T-157/06) ECLI:EU:T:2008:356"
T-158/06,"Judgment of 23 October 2008, Adobe / OHIM (FLEX) (T-158/06, ECR 2008 p. II-232*, Summ.pub.) ECLI:EU:T:2008:460"
T-159/06,"Removed from the register on 13 December 2007, Estancia Piedra / OHIM - Franciscan Vineyards (ESTANCIA PIEDRA) (T-159/06) ECLI:EU:T:2007:388"
T-160/06,"Removed from the register on 13 December 2007, Estancia Piedra / OHIM - Franciscan Vineyards (ESTANCIA PIEDRA) (T-160/06) ECLI:EU:T:2007:389"
T-161/06,"Judgment of 25 October 2012, Arbos / Commission (T-161/06) ECLI:EU:T:2012:573APPEAL :  C-615/12"
T-162/06,"Judgment of 14 January 2009, Kronoply / Commission (T-162/06, ECR 2009 p. II-1) ECLI:EU:T:2009:2APPEAL :  C-117/09"
T-163/06 R,"Order of 2 August 2006, BA.LA. di Lanciotti Vittorio and others / Commission (T-163/06 R, ECR 2006 p. II-59*, Summ.pub.) ECLI:EU:T:2006:226"
T-163/06,"Removed from the register on 22 January 2007, BA.LA. di Lanciotti Vittorio and others / Commission (T-163/06) ECLI:EU:T:2007:13"
T-164/06,"Judgment of 12 September 2007, ColArt/ OHIM (BASICS) (T-164/06, ECR 2007 p. II-116*, Summ.pub.) ECLI:EU:T:2007:274"
T-165/06,"Judgment of 14 May 2009, Fiorucci / OHIM - Edwin (ELIO FIORUCCI) (T-165/06, ECR 2009 p. II-1375) ECLI:EU:T:2009:157APPEAL :  C-263/09"
T-166/06,"Order of 29 September 2008, Powderject Research / OHIM (POWDERMED) (T-166/06, ECR 2008 p. II-206*, Summ.pub.) ECLI:EU:T:2008:408"
T-167/06,"Removed from the register on 21 September 2006, CongrÃ¨s croate mondial and Vardaj / Council (T-167/06) ECLI:EU:T:2006:263"
T-168/06,"Removed from the register on 11 September 2008, Italy / Commission (T-168/06) ECLI:EU:T:2008:357"
T-169/06,"Judgment of 8 November 2007, Charlott / OHIM - Charlo (Charlott France Entre Luxe et Tradition) (T-169/06, ECR 2007 p. II-150*, Summ.pub.) ECLI:EU:T:2007:337"
T-170/06,"Judgment of 11 July 2007, Alrosa / Commission (T-170/06, ECR 2007 p. II-2601) ECLI:EU:T:2007:220APPEAL :  C-441/07"
T-171/06,"Judgment of 17 March 2009, Laytoncrest / OHIM - Erico (TRENTON) (T-171/06, ECR 2009 p. II-547) ECLI:EU:T:2009:70"
T-172/06,"Removed from the register on 26 June 2008, Expasa / OHIM - Gallardo Blanco (H) (T-172/06) ECLI:EU:T:2008:229"
T-173/06,"Order of 16 October 2006, Aisne and Nature / Commission (T-173/06, unpublished) ECLI:EU:T:2006:320"
T-174/06,"Order of 4 September 2009, Inalca and Cremonini / Commission (T-174/06, ECR 2009 p. II-135*, Summ.pub.) ECLI:EU:T:2009:306APPEAL :  C-460/09"
T-175/06,"Judgment of 18 June 2008, Coca-Cola / OHIM - San Polo (MEZZOPANE) (T-175/06, ECR 2008 p. II-1055) ECLI:EU:T:2008:212"
T-176/06,"Judgment of 8 July 2008, Sviluppo Italia Basilicata / Commission (T-176/06, ECR 2008 p. II-126*, Summ.pub.) ECLI:EU:T:2008:259APPEAL :  C-414/08"
T-177/06,"Order of 12 July 2007, Ayuntamiento de Madrid and Madrid Calle 30 / Commission (T-177/06, ECR 2007 p. II-88*, Summ.pub.) ECLI:EU:T:2007:229APPEAL :  C-448/07"
T-178/06,"Removed from the register on 29 June 2010, Bavaria / Council (T-178/06) ECLI:EU:T:2010:258"
T-179/06,"Judgment of 3 June 2009, Commission / Burie Onderzoek en Advies (T-179/06, ECR 2009 p. II-64*, Summ.pub.) ECLI:EU:T:2009:171"
T-180/06,"Removed from the register on 5 May 2008, FrÃ¤nkischer Weinbauverband / OHIM (Shape of a bottle) (T-180/06) ECLI:EU:T:2008:137"
T-181/06,"Judgment of 10 September 2008, Italy / Commission (T-181/06, ECR 2008 p. II-164*, Summ.pub.) ECLI:EU:T:2008:331"
T-182/06,"Judgment of 27 June 2007, Netherlands / Commission (T-182/06, ECR 2007 p. II-1983) ECLI:EU:T:2007:191APPEAL :  C-405/07"
T-183/06,"Judgment of 30 September 2009, Portugal / Commission (T-183/06, ECR 2009 p. II-186*, Summ.pub.) ECLI:EU:T:2009:370"
T-184/06,"Judgment of 12 September 2007, Commission / Internet (T-184/06, ECR 2007 p. II-117*, Summ.pub.) ECLI:EU:T:2007:275"
T-185/06,"Judgment of 16 June 2011, L'Air liquide / Commission (T-185/06, ECR 2011 p. II-2809) ECLI:EU:T:2011:275"
T-186/06,"Judgment of 16 June 2011, Solvay / Commission (T-186/06, ECR 2011 p. II-2839) ECLI:EU:T:2011:276APPEAL :  C-455/11"
T-187/06,"Judgment of 19 November 2008, SchrÃ¤der / CPVO (T-187/06, ECR 2008 p. II-3151) ECLI:EU:T:2008:511APPEAL :  C-38/09"
T-187/06 DEP I,"Order of 26 September 2013, SchrÃ¤der / OCVV (SUMCOL 01) (T-187/06 DEP I) ECLI:EU:T:2013:522"
T-188/06 AJ,"Order of 17 November 2006, Scrinivasan / Commission (T-188/06 AJ, unpublished) ECLI:EU:T:2006:353"
T-189/06,"Judgment of 14 July 2011, Arkema France / Commission (T-189/06, ECR 2011 p. II-5455) ECLI:EU:T:2011:377"
T-190/06,"Judgment of 14 July 2011, Total and Elf Aquitaine / Commission (T-190/06, ECR 2011 p. II-5513) ECLI:EU:T:2011:378APPEAL :  C-495/11"
T-191/06,"Judgment of 16 June 2011, FMC Foret / Commission (T-191/06, ECR 2011 p. II-2959) ECLI:EU:T:2011:277"
T-192/06,"Judgment of 16 June 2011, Caffaro / Commission (T-192/06, ECR 2011 p. II-3063) ECLI:EU:T:2011:278APPEAL :  C-447/11"
T-193/06,"Judgment of 13 September 2010, TF1 / Commission (T-193/06, ECR 2010 p. II-4967) ECLI:EU:T:2010:389"
T-194/06,"Judgment of 16 June 2011, SNIA / Commission (T-194/06, ECR 2011 p. II-3119) ECLI:EU:T:2011:279APPEAL :  C-448/11"
T-195/06,"Judgment of 16 June 2011, Solvay Solexis / Commission (T-195/06, ECR 2011 p. II-178*, Summ.pub.) ECLI:EU:T:2011:280APPEAL :  C-449/11"
T-196/06,"Judgment of 16 June 2011, Edison / Commission (T-196/06, ECR 2011 p. II-3149) ECLI:EU:T:2011:281APPEAL :  C-446/11"
T-197/06,"Judgment of 16 June 2011, FMC / Commission (T-197/06, ECR 2011 p. II-3179) ECLI:EU:T:2011:282"
T-198/06,"Removed from the register on 26 February 2007, Rathscheck Schiefer und Dach-Systeme and others / Commission (T-198/06) ECLI:EU:T:2007:60"
T-199/06,"Removed from the register on 17 December 2009, Akzo Nobel and others / Commission (T-199/06) ECLI:EU:T:2009:521"
T-200/06,"Removed from the register on 4 May 2007, Iberdrola / Commission (T-200/06) ECLI:EU:T:2007:125"
T-201/06,"Judgment of 10 September 2008, Gerson / OHIM (Paint filter partly coloured yellow) (T-201/06, ECR 2008 p. II-166*, Summ.pub.) ECLI:EU:T:2008:332"
T-202/06,"Removed from the register on 13 December 2007, Select Appointments / OHIM - Manpower (TELESELECT) (T-202/06) ECLI:EU:T:2007:390"
T-203/06,"Removed from the register on 1 December 2006, Eurostrategies / Commission (T-203/06) ECLI:EU:T:2006:373APPEAL :  C-122/07"
T-204/06,"Judgment of 10 June 2009, Vivartia / OHIM - Kraft Foods Schweiz (milko ÎÎÎÎ¤Î) (T-204/06, ECR 2009 p. II-72*, Summ.pub.) ECLI:EU:T:2009:185"
T-205/06,"Judgment of 22 May 2008, NewSoft Technology / OHIM - Soft (Presto! Bizcard Reader) (T-205/06, ECR 2008 p. II-78*, Summ.pub.) ECLI:EU:T:2008:163"
T-206/06,"Judgment of 7 June 2011, Total and Elf Aquitaine / Commission (T-206/06, ECR 2011 p. II-163*, Summ.pub.) ECLI:EU:T:2011:250APPEAL :  C-421/11"
T-207/06,"Judgment of 14 June 2007, Europig / OHIM (EUROPIG) (T-207/06, ECR 2007 p. II-1961) ECLI:EU:T:2007:179"
T-208/06,"Judgment of 30 November 2011, Quinn Barlo and others / Commission (T-208/06, ECR 2011 p. II-7953) ECLI:EU:T:2011:701APPEAL :  C-70/12"
T-209/06 R,"Order of 26 October 2006, European Association of Im-and Exporters of Birds and live Animals and others / Commission (T-209/06 R, ECR 2006 p. II-87*, Summ.pub.) ECLI:EU:T:2006:336"
T-209/06,"Order of 11 June 2008, European Association of Im-and Exporters of Birds and live Animals and others / Commission (T-209/06, ECR 2008 p. II-86*, Summ.pub.) ECLI:EU:T:2008:189"
T-210/06 AJ,"Order of 14 November 2006, Tsorakis / Germany (T-210/06 AJ, unpublished) ECLI:EU:T:2006:345"
T-211/06,"Judgment of 19 May 2009, Euro-Information / OHIM (CYBERCREDIT) (T-211/06, T-213/06, T-245/06, T-155/07 and T-178/07, ECR 2009 p. II-62*, Summ.pub.) ECLI:EU:T:2009:160"
T-212/06,"Judgment of 29 October 2009, Bowland Dairy Products / Commission (T-212/06, ECR 2009 p. II-4073) ECLI:EU:T:2009:419"
T-213/06,"Euro-Information / OHIM (CYBERGESTION) (T-213/06) , see Case  T-211/06"
T-214/06,"Judgment of 5 June 2012, Imperial Chemical Industries / Commission (T-214/06, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2012:275"
T-215/06,"Judgment of 28 February 2008, American Clothing Associates / OHIM (Representation of a maple leaf) (T-215/06, ECR 2008 p. II-303) ECLI:EU:T:2008:55APPEALS :  C-202/08 C-208/08"
T-216/06,"Judgment of 15 September 2011, Lucite International and Lucite International UK / Commission (T-216/06, ECR 2011 p. II-284*, Summ.pub.) ECLI:EU:T:2011:475"
T-217/06,"Judgment of 7 June 2011, Arkema France and others / Commission (T-217/06, ECR 2011 p. II-2593) ECLI:EU:T:2011:251"
T-218/06,"Judgment of 17 September 2008, Neurim Pharmaceuticals (1991) / OHIM - Eurim-Pharm Arzneimittel (Neurim PHARMACEUTICALS) (T-218/06, ECR 2008 p. II-2275) ECLI:EU:T:2008:379"
T-219/06,"Removed from the register on 3 April 2008, PTV / OHIM (map&guide travelbook) (T-219/06) ECLI:EU:T:2008:89"
T-220/06,"Removed from the register on 5 September 2007, Jako-o / OHIM - P.I. Fashion (JAKO-O) (T-220/06) ECLI:EU:T:2007:244"
T-221/06,"Judgment of 16 September 2009, HIPP & Co / OHIM - Laboratorios Ordesa (Bebimil) (T-221/06, ECR 2009 p. II-149*, Summ.pub.) ECLI:EU:T:2009:330"
T-222/06,"Removed from the register on 11 September 2008, Italy / Commission (T-222/06) ECLI:EU:T:2008:358"
T-223/06 P,"Judgment of 23 May 2007, Parliament / Eistrup (T-223/06 P, ECR 2007 p. II-1581, FP-I-B-1-1, ECR-SC p. II-B-1-1) ECLI:EU:T:2007:153"
T-224/06,"Judgment of 25 June 2008, Otto / OHIM - L'Altra Moda (l'Altra Moda) (T-224/06, ECR 2008 p. II-95*, Summ.pub.) ECLI:EU:T:2008:221"
T-225/06,"Judgment of 16 December 2008, BudÄjovickÃ½ Budvar / OHIM - Anheuser-Busch (BUD) (T-225/06, T-255/06, T-257/06 and T-309/06, ECR 2008 p. II-3555) ECLI:EU:T:2008:574APPEAL :  C-96/09"
T-225/06 RENV,"Judgment of 22 January 2013, BudÄjovickÃ½ Budvar / OHIM - Anheuser-Busch (BUD) (T-225/06 RENV, T-255/06 RENV, T-257/06 RENV and T-309/06 RENV) ECLI:EU:T:2013:31"
T-226/06,"Removed from the register on 3 April 2008, PTV / OHIM (MAP&GUIDE The Mapware Company) (T-226/06) ECLI:EU:T:2008:90"
T-227/06,"Order of 3 December 2008, RSA Security Ireland / Commission (T-227/06, ECR 2008 p. II-3451) ECLI:EU:T:2008:547"
T-228/06,"Judgment of 10 December 2008, Giorgio Beverly Hills / OHIM - WHG (GIORGIO BEVERLY HILLS) (T-228/06, ECR 2008 p. II-308*, Summ.pub.) ECLI:EU:T:2008:558"
T-229/06,"Removed from the register on 12 January 2007, Kretschmer / Parliament (T-229/06) ECLI:EU:T:2007:5"
T-230/06,"Judgment of 15 October 2008, REWE-Zentral / OHIM (Port Louis) (T-230/06, ECR 2008 p. II-219*, Summ.pub.) ECLI:EU:T:2008:443"
T-231/06,"Judgment of 16 December 2010, Netherlands and NOS / Commission (T-231/06 and T-237/06, ECR 2010 p. II-5993) ECLI:EU:T:2010:525APPEALS :  C-104/11 C-105/11"
T-232/06,"Judgment of 9 September 2011, EvropaÃ¯ki Dynamiki / Commission (T-232/06, ECR 2011 p. II-263*, Summ.pub.) ECLI:EU:T:2011:443APPEAL :  C-597/11"
T-233/06,"Judgment of 22 April 2008, Casa Editorial el Tiempo / OHIM - Instituto Nacional de MeteorologÃ­a (EL TIEMPO) (T-233/06, ECR 2008 p. II-63*, Summ.pub.) ECLI:EU:T:2008:121"
T-234/06,"Judgment of 19 November 2009, Torresan / OHIM - Klosterbrauerei Weissenohe (CANNABIS) (T-234/06, ECR 2009 p. II-4185) ECLI:EU:T:2009:448APPEAL :  C-5/10"
T-234/06 DEP,"Order of 17 June 2011, Torresan / OHIM - Klosterbrauerei Weissenohe (CANNABIS) (T-234/06 DEP, unpublished) ECLI:EU:T:2011:290"
T-235/06,"Order of 6 October 2008, Austrian Relief Program / Commission (T-235/06, ECR 2008 p. II-207*, Summ.pub.) ECLI:EU:T:2008:411"
T-236/06,"Order of 3 April 2008, Landtag Schleswig-Holstein / Commission (T-236/06, ECR 2008 p. II-461) ECLI:EU:T:2008:91APPEAL :  C-281/08"
T-237/06,"NOS / Commission (T-237/06) , see Case  T-231/06"
T-238/06,"Order of 28 February 2007, Pax / OHIM - Premier Profiles (SEKURA) (T-238/06, unpublished) ECLI:EU:T:2007:65"
T-239/06 AJ,"Order of 17 October 2006, Vanwijnsberghe / Belgium (T-239/06 AJ, unpublished) ECLI:EU:T:2006:326"
T-240/06,"Order of 29 January 2007, Stewart-Smith / Parliament (T-240/06, unpublished) ECLI:EU:T:2007:21"
T-241/06,"Removed from the register on 17 November 2008, Reitz and von Gadomski / OHIM (CMD-CLINIC) (T-241/06) ECLI:EU:T:2008:506"
T-242/06,"Judgment of 13 December 2007, Cabrera SÃ¡nchez / OHIM - Industrias CÃ¡rnicas Valle (el charcutero artesano) (T-242/06, ECR 2007 p. II-175*, Summ.pub.) ECLI:EU:T:2007:391APPEAL :  C-81/08"
T-243/06,"Judgment of 10 September 2008, Promat / OHIM - Puertas Proma (PROMAT) (T-243/06, ECR 2008 p. II-167*, Summ.pub.) ECLI:EU:T:2008:333"
T-244/06,"Order of 7 December 2006, Pietschmann / Germany (T-244/06, unpublished) ECLI:EU:T:2006:379"
T-245/06,"Euro-Information / OHIM (CYBERGUICHET) (T-245/06) , see Case  T-211/06"
T-246/06,"Judgment of 6 May 2008, Redcats / OHIM - Revert & CÃ­a (REVERIE) (T-246/06, ECR 2008 p. II-71*, Summ.pub.) ECLI:EU:T:2008:141"
T-247/06 P,"Judgment of 5 July 2007, Sanchez Ferriz / Commission (T-247/06 P, ECR-SC 2007 p. I-B-1-5, II-B-1-23) ECLI:EU:T:2007:199"
T-248/06,"Removed from the register on 2 February 2007, Professional Golfers' Association / OHIM - Ladies Professional Golf Association (LPGA) (T-248/06) ECLI:EU:T:2007:30"
T-249/06,"Judgment of 10 March 2009, Interpipe Niko Tube and Interpipe NTRP / Council (T-249/06, ECR 2009 p. II-383) ECLI:EU:T:2009:62APPEALS :  C-191/09 C-200/09"
T-250/06 P,"Judgment of 22 May 2008, Ott and others / Commission (T-250/06 P, ECR-SC 2008 p. I-B-1-11, II-B-1-109) ECLI:EU:T:2008:164"
T-251/06 AJ,"Order of 21 January 2008, Meyer-Falk / Commission (T-251/06 AJ, unpublished) ECLI:EU:T:2008:11"
T-251/06,"Order of 19 May 2009, Meyer-Falk / Commission (T-251/06, unpublished) ECLI:EU:T:2009:161"
T-252/06 P,"Order of 12 July 2007, Beau / Commission (T-252/06 P, ECR-SC 2007 p. I-B-1-13, II-B-1-63) ECLI:EU:T:2007:230"
T-253/06 P,"Judgment of 19 September 2008, Chassagne / Commission (T-253/06 P, ECR-SC 2008 p. I-B-1-43, II-B-1-295) ECLI:EU:T:2008:386"
T-254/06,"Judgment of 22 May 2008, Radio Regenbogen HÃ¶rfunk in Baden / OHIM (RadioCom) (T-254/06, ECR 2008 p. II-80*, Summ.pub.) ECLI:EU:T:2008:165"
T-255/06,"BudÄjovickÃ½ Budvar / OHIM - Anheuser-Busch (BUD) (T-255/06) , see Case  T-225/06"
T-255/06 RENV,"BudÄjovickÃ½ Budvar / OHIM - Anheuser-Busch (BUD) (T-255/06 RENV) , see Case  T-225/06"
T-256/06,"Judgment of 5 November 2008, Neoperl Servisys / OHIM (HONEYCOMB) (T-256/06, ECR 2008 p. II-242*, Summ.pub.) ECLI:EU:T:2008:475"
T-257/06,"BudÄjovickÃ½ Budvar / OHIM - Anheuser-Busch (BUD) (T-257/06) , see Case  T-225/06"
T-257/06 RENV,"BudÄjovickÃ½ Budvar / OHIM - Anheuser-Busch (BUD) (T-257/06 RENV) , see Case  T-225/06 RENV"
T-258/06,"Judgment of 20 May 2010, Germany / Commission (T-258/06, ECR 2010 p. II-2027) ECLI:EU:T:2010:214"
T-259/06,"Judgment of 16 December 2008, Torres / OHIM - Navisa Industrial VinÃ­cola EspaÃ±ola (MANSO DE VELASCO) (T-259/06, ECR 2008 p. II-320*, Summ.pub.) ECLI:EU:T:2008:575"
T-260/06,"Order of 30 January 2008, Arktouros / Commission (T-260/06, ECR 2008 p. II-16*, Summ.pub.) ECLI:EU:T:2008:23"
T-261/06,"Removed from the register on 17 October 2006, Suzuki Motor / OHIM - Whirlpool Europe (IGNIS) (T-261/06) ECLI:EU:T:2006:327"
T-262/06 P,"Judgment of 1 July 2008, Commission / D (T-262/06 P, ECR-SC 2008 p. I-B-1-27, II-B-1-191) ECLI:EU:T:2008:239"
T-263/06,"Judgment of 26 November 2008, Greece / Commission (T-263/06, ECR 2008 p. II-290*, Summ.pub.) ECLI:EU:T:2008:529"
T-264/06,"Judgment of 24 September 2008, DC-Hadler Networks / Commission (T-264/06, ECR 2008 p. II-199*, Summ.pub.) ECLI:EU:T:2008:400"
